"","gene_id","stitle"
"824","LOC118519862","GPR152"
"825","LOC118519864","AIP"
"826","LOC118519868","GSTP1"
"827","LOC118519875","NDUFV1"
"828","LOC118519895","ACSBG1"
"829","LOC118519901","CHRNA5"
"830","LOC118519907","SERPINB8"
"831","LOC118519909","ZFYVE16"
"832","LOC118519934","RPLP0"
"833","LOC118519940","RPS27"
"834","LOC118519950","HNRNPA3"
"835","LOC118519953","NPL"
"836","LOC118519960","EEF1A1"
"837","LOC118519963","MTO1"
"838","LOC118519987","CTSH"
"839","LOC118519988","ZC4H2"
"840","LOC118520003","RPS6KA3"
"841","LOC118520015","SGPP1"
"842","LOC118520022","RPS5"
"843","LOC118520033","TYW1"
"844","LOC118520038","EYA1"
"845","LOC118520041","TNFRSF1A"
"846","LOC118520073","APEX1"
"847","LOC118520074","EWSR1"
"848","LOC118520117","TTC23L"
"849","LOC118520119","IGF1R"
"850","LOC118520131","SOS1"
"851","LOC118520132","RPL37A"
"852","LOC118520154","COX6B1"
"853","LOC118520175","TYROBP"
"854","LOC118520181","AK6"
"855","LOC118520187","SUCLG2"
"856","LOC118520189","ZNF461"
"857","LOC118520191","ZNF568"
"858","LOC118520199","RABGEF1"
"859","LOC118520200","ZNF566"
"860","LOC118520201","ZNF260"
"861","LOC118520205","YWHAQ"
"862","LOC118520215","ZNF529"
"863","LOC118520234","SPIB"
"864","LOC118520240","ZNF260"
"865","LOC118520248","PNKP"
"866","LOC118520268","NOSIP"
"867","LOC118520270","CA8"
"868","LOC118520290","SLC6A16"
"869","LOC118520305","RPL13A"
"870","LOC118520306","RPL13A"
"871","LOC118520314","CYTH3"
"872","LOC118520338","SRSF3"
"873","LOC118520356","SKP1"
"874","LOC118520377","ZFX"
"875","LOC118520381","MCTS1"
"876","LOC118520390","MCM10"
"877","LOC118520437","BIRC2"
"878","LOC118520446","BIRC3"
"879","LOC118520449","MMP27"
"880","LOC118520453","MMP1"
"881","LOC118520487","PPM1L"
"882","LOC118520488","RPS27"
"883","LOC118520516","ST13"
"884","LOC118520528","PRDX1"
"885","LOC118520531","IPP"
"886","LOC118520545","HP"
"887","LOC118520547","CHD1L"
"888","LOC118520557","SNRPG"
"889","LOC118520560","MTBP"
"890","LOC118520561","CHD1"
"891","LOC118520567","SNTB1"
"892","LOC118520572","COL14A1"
"893","LOC118520590","CRPPA"
"894","LOC118520598","BTBD1"
"895","LOC118520625","ATP5MD"
"896","LOC118520639","MINPP1"
"897","LOC118520648","CAMP"
"898","LOC118520651","FBXW12"
"899","LOC118520661","RBMS3"
"900","LOC118520663","GK"
"901","LOC118520673","RPL17"
"902","LOC118520690","RPL11"
"903","LOC118520722","HNRNPA3"
"904","LOC118520726","CPEB4"
"905","LOC118520735","LAMP2"
"906","LOC118520741","NOX4"
"907","LOC118520750","MAN1A1"
"908","LOC118520754","AFG1L"
"909","LOC118520758","SCD5"
"910","LOC118520780","MT2A"
"911","LOC118520782","MT2A"
"912","LOC118520783","MT2A"
"913","LOC118520785","HSH2D"
"914","LOC118520797","ASB9"
"915","LOC118520812","RHPN2"
"916","LOC118520822","SNX2"
"917","LOC118520823","AIG1"
"918","LOC118520825","CCND2"
"919","LOC118520826","PARP12"
"920","LOC118520846","PRKAG2"
"921","LOC118520850","CCT8L2"
"922","LOC118520852","XRCC2"
"923","LOC118520859","TTC13"
"924","LOC118520875","KRTAP9-1"
"925","LOC118520878","KRTAP4-3"
"926","LOC118520883","PTTG1"
"927","LOC118520901","JUP"
"928","LOC118520915","CNP"
"929","LOC118520916","C17orf113"
"930","LOC118520935","CRIM1"
"931","LOC118520940","GOLGA7"
"932","LOC118520959","STXBP5L"
"933","LOC118520970","GIGYF2"
"934","LOC118520997","NF1"
"935","LOC118521013","SLC25A44"
"936","LOC118521014","APOOL"
"937","LOC118521044","MID1"
"938","LOC118521045","ST13"
"939","LOC118521055","VTI1A"
"940","LOC118521056","HMGN3"
"941","LOC118521062","RNA28S"
"942","LOC118521070","ANTXR2"
"943","LOC118521076","VBP1"
"944","LOC118521085","EIF4B"
"945","LOC118521093","TMEM167A"
"946","LOC118521094","BBS12"
"947","LOC118521095","NUDT6"
"948","LOC118521098","NUDT6"
"949","LOC118521109","NUP153"
"950","LOC118521116","VBP1"
"951","LOC118521117","ATP5PD"
"952","LOC118521158","TRMT13"
"953","LOC118521161","UBE2E3"
"954","LOC118521181","DNAJC15"
"955","LOC118521187","BTF3"
"956","LOC118521188","UBE2D3"
"957","LOC118521192","NFX1"
"958","LOC118521195","KPNA2"
"959","LOC118521197","CANT1"
"960","LOC118521206","CYTH1"
"961","LOC118521208","CYTH1"
"962","LOC118521222","INSIG1"
"963","LOC118521228","RANBP17"
"964","LOC118521229","Doc2g"
"965","LOC118521236","HNRNPA3"
"966","LOC118521237","SPCS2"
"967","LOC118521239","RPS10"
"968","LOC118521242","VPS13C"
"969","LOC118521250","MIIP"
"970","LOC118521257","RNF13"
"971","LOC118521261","PPDPFL"
"972","LOC118521275","MIIP"
"973","LOC118521281","PLA2G12A"
"974","LOC118521287","RPS20"
"975","LOC118521292","ETF1"
"976","LOC118521293","CCPG1"
"977","LOC118521294","RIDA"
"978","LOC118521301","RGMA"
"979","LOC118521304","TMEM216"
"980","LOC118521320","ACYP2"
"981","LOC118521322","VPS29"
"982","LOC118521327","CD1A"
"983","LOC118521328","CD1A"
"984","LOC118521330","CD1A"
"985","LOC118521336","FCRL3"
"986","LOC118521353","CEACAM21"
"987","LOC118521369","ASCC3"
"988","LOC118521383","PRORSD1"
"989","LOC118521403","PEX11A"
"990","LOC118521405","ANPEP"
"991","LOC118521423","SF3A2"
"992","LOC118521436","TCF3"
"993","LOC118521479","WWOX"
"994","LOC118521495","RPL9"
"995","LOC118521512","RNF2"
"996","LOC118521537","MINPP1"
"997","LOC118521539","TRAPPC2"
"998","LOC118521551","ZBTB44"
"999","LOC118521570","SLBP"
"1000","LOC118521571","SF3B4"
"1001","LOC118521584","DMBT1L1"
"1002","LOC118521586","PAAT"
"1003","LOC118521605","WDFY3"
"1004","LOC118521606","TMEM258"
"1005","LOC118521609","ST13"
"1006","LOC118521618","CRYBG3"
"1007","LOC118521642","AFF4"
"1008","LOC118521652","PFKFB1"
"1009","LOC118521659","MARCHF3"
"1010","LOC118521674","SRBD1"
"1011","LOC118521680","XK"
"1012","LOC118521691","CDC42EP3"
"1013","LOC118521712","FAM156A"
"1014","LOC118521717","MAGED4"
"1015","LOC118521718","EEF1A1"
"1016","LOC118521720","RAD51C"
"1017","LOC118521740","NDUFA3"
"1018","LOC118521749","RPGRIP1L"
"1019","LOC118521756","BRCA2"
"1020","LOC118521757","PDS5B"
"1021","LOC118521758","LSM8"
"1022","LOC118521775","PKP4"
"1023","LOC118521781","KRT18"
"1024","LOC118521786","NECTIN1"
"1025","LOC118521793","TVP23A"
"1026","LOC118521795","ZSCAN22"
"1027","LOC118521798","RPS12"
"1028","LOC118521817","GLMP"
"1029","LOC118521838","NSA2"
"1030","LOC118521855","TOR1B"
"1031","LOC118521862","SCAF4"
"1032","LOC118521866","TIAM1"
"1033","LOC118521872","PTAFR"
"1034","LOC118521910","MOB2"
"1035","LOC118521913","TOLLIP"
"1036","LOC118521922","CCDC120"
"1037","LOC118521938","CNN3"
"1038","LOC118521947","CDC20"
"1039","LOC118521949","ACAD8"
"1040","LOC118521956","KDM4C"
"1041","LOC118521966","TRIM69"
"1042","LOC118521989","DHFR"
"1043","LOC118521995","PTGS2"
"1044","LOC118522014","UTP18"
"1045","LOC118522017","ZNF217"
"1046","LOC118522019","ZNF217"
"1047","LOC118522096","BUD31"
"1048","LOC118522115","UBE2N"
"1049","LOC118522124","ZSWIM6"
"1050","LOC118522127","YWHAQ"
"1051","LOC118522145","TPCN1"
"1052","LOC118522177","VPS4B"
"1053","LOC118522204","RPL35A"
"1054","LOC118522211","RPS6KA3"
"1055","LOC118522221","MAK"
"1056","LOC118522222","GCNT2"
"1057","LOC118522223","GCNT2"
"1058","LOC118522224","GCNT2"
"1059","LOC118522226","HTATSF1"
"1060","LOC118522228","BCLAF3"
"1061","LOC118522234","XPR1"
"1062","LOC118522245","PRPS2"
"1063","LOC118522246","BGLAP"
"1064","LOC118522248","KPNA2"
"1065","LOC118522263","ARG2"
"1066","LOC118522268","RAD51B"
"1067","LOC118522269","NAP1L1"
"1068","LOC118522273","RASGEF1C"
"1069","LOC118522281","MRNIP"
"1070","LOC118522320","NSA2"
"1071","LOC118522326","GLUD1"
"1072","LOC118522343","CDKN2AIP"
"1073","LOC118522344","RRM2"
"1074","LOC118522378","LAMTOR1"
"1075","LOC118522381","ASXL2"
"1076","LOC118522395","CETN2"
"1077","LOC118522399","OPHN1"
"1078","LOC118522423","ARF4"
"1079","LOC118522426","SLMAP"
"1080","LOC118522450","MRPS17"
"1081","LOC118522456","KPLCE"
"1082","LOC118522460","SNX2"
"1083","LOC118522461","TMPPE"
"1084","LOC118522470","SP110"
"1085","LOC118522488","STMN1"
"1086","LOC118522496","FAF1"
"1087","LOC118522501","UBE2F"
"1088","LOC118522502","CREB5"
"1089","LOC118522512","TMEM251"
"1090","LOC118522524","ENOX2"
"1091","LOC118522530","USP27X"
"1092","LOC118522534","SUMO1"
"1093","LOC118522539","KRT8"
"1094","LOC118522552","HEG1"
"1095","LOC118522596","TPT1"
"1096","LOC118522618","SNRPC"
"1097","LOC118522620","FLNB"
"1098","LOC118522649","BRD3"
"1099","LOC118522650","BTF3"
"1100","LOC118522658","ZNF883"
"1101","LOC118522663","TVP23B"
"1102","LOC118522673","RNA28S"
"1103","LOC118522675","POLE"
"1104","LOC118522681","SERPINA1"
"1105","LOC118522682","SERPINA1"
"1106","LOC118522686","SERPINA6"
"1107","LOC118522693","IFI27L2"
"1108","LOC118522711","FAM3D"
"1109","LOC118522714","VPS26A"
"1110","LOC118522717","SRPRA"
"1111","LOC118522719","LSM14A"
"1112","LOC118522722","MRPL33"
"1113","LOC118522737","ZEB1"
"1114","LOC118522767","MRPL32"
"1115","LOC118522780","RPS25"
"1116","LOC118522811","MAP1B"
"1117","LOC118522812","ALKBH1"
"1118","LOC118522818","GTF2H2"
"1119","LOC118522820","GTF2H2"
"1120","LOC118522828","TMEM167A"
"1121","LOC118522835","TOP2B"
"1122","LOC118522836","PTPRD"
"1123","LOC118522854","MYCL"
"1124","LOC118522856","MBNL1"
"1125","LOC118522860","STAM"
"1126","LOC118522864","RPS10"
"1127","LOC118522866","WDR44"
"1128","LOC118522872","HLCS"
"1129","LOC118522876","LUZP1"
"1130","LOC118522884","MINPP1"
"1131","LOC118522890","HEMK1"
"1132","LOC118522901","EEF1G"
"1133","LOC118522910","PTMA"
"1134","LOC118522922","YWHAZ"
"1135","LOC118522925","RNA18S"
"1136","LOC118522926","RNA28S"
"1137","LOC118522929","INPP4B"
"1138","LOC118522960","HLA-DMA"
"1139","LOC118522961","ATP6V0D2"
"1140","LOC118522966","RBMX"
"1141","LOC118522967","ARHGEF6"
"1142","LOC118522969","RPL26"
"1143","LOC118522971","VPS52"
"1144","LOC118522974","GAPDH"
"1145","LOC118522976","RPL27"
"1146","LOC118522981","SUGT1"
"1147","LOC118522988","F8"
"1148","LOC118522989","TRAV22"
"1149","LOC118522990","TRAV13-1"
"1150","LOC118522991","TRAV9-2"
"1151","LOC118522992","TRAV22"
"1152","LOC118522993","TRAV9-2"
"1153","LOC118522995","TRAV9-2"
"1154","LOC118522996","TRAV13-1"
"1155","LOC118522998","NEK1"
"1156","LOC118522999","RPS6"
"1157","LOC118523011","NUP133"
"1158","LOC118523018","STYXL1"
"1159","LOC118523025","HMGN1"
"1160","LOC118523028","RASA4"
"1161","LOC118523034","ORAI2"
"1162","LOC118523044","TTN"
"1163","LOC118523050","ST13"
"1164","LOC118523053","PHVIN"
"1165","LOC118523056","RBIS"
"1166","LOC118523063","MYOF"
"1167","LOC118523070","FRA10AC1"
"1168","LOC118523072","LSM3"
"1169","LOC118523083","PTPRG"
"1170","LOC118523097","TBKBP1"
"1171","LOC118523101","SLX4IP"
"1172","LOC118523105","P2RY14"
"1173","LOC118523108","MEF2C"
"1174","LOC118523126","PRRC2B"
"1175","LOC118523138","MED27"
"1176","LOC118523161","SDA1"
"1177","LOC118523188","TOB2"
"1178","LOC118523196","HMGN1"
"1179","LOC118523203","RMDN1"
"1180","LOC118523206","TRIM28"
"1181","LOC118523224","TACC1"
"1182","LOC118523225","RPS28"
"1183","LOC118523231","KIAA1217"
"1184","LOC118523268","RPS2"
"1185","LOC118523283","MBNL2"
"1186","LOC118523291","JDP2"
"1187","LOC118523339","NACA"
"1188","LOC118523353","FAM98A"
"1189","LOC118523358","C1GALT1"
"1190","LOC118523368","NCL"
"1191","LOC118523377","ATRX"
"1192","LOC118523403","SYNE1"
"1193","LOC118523406","CCDC170"
"1194","LOC118523414","RTRAF"
"1195","LOC118523432","FBRSL1"
"1196","LOC118523434","POLE"
"1197","LOC118523437","PHF6"
"1198","LOC118523438","IGHG"
"1199","LOC118523439","IGHG3"
"1200","LOC118523440","IGHG3"
"1201","LOC118523441","MINPP1"
"1202","LOC118523446","GAPDH"
"1203","LOC118523459","ACTG1"
"1204","LOC118523484","CIT"
"1205","LOC118523485","CPD"
"1206","LOC118523488","POLB"
"1207","LOC118523489","RPS6"
"1208","LOC118523493","PKD1L1"
"1209","LOC118523502","PHF5A"
"1210","LOC118523505","GSTO1"
"1211","LOC118523507","NSA2"
"1212","LOC118523522","ARF1"
"1213","LOC118523543","CEP19"
"1214","LOC118523574","ENTPD2"
"1215","LOC118523581","RAB2A"
"1216","LOC118523585","RGS3"
"1217","LOC118523594","TIE1"
"1218","LOC118523617","MT1F"
"1219","LOC118523629","MAP11"
"1220","LOC118523646","IRS2"
"1221","LOC118523654","AGFG2"
"1222","LOC118523673","ZAN"
"1223","LOC118523712","AKAP10"
"1224","LOC118523729","GRAP"
"1225","LOC118523732","RPL10"
"1226","LOC118523740","ALKBH5"
"1227","LOC118523787","RPS6"
"1228","LOC118523791","SYN2"
"1229","LOC118523816","WDR33"
"1230","LOC118523825","PHOSPHO2"
"1231","LOC118523828","FGD5"
"1232","LOC118523849","SEPTIN2"
"1233","LOC118523850","RPS6KA6"
"1234","LOC118523852","MPP7"
"1235","LOC118523860","UBE2N"
"1236","LOC118523861","LRP1B"
"1237","LOC118523864","GTSF1"
"1238","LOC118523879","TRIM71"
"1239","LOC118523884","PDCD6IP"
"1240","LOC118523904","THYN1"
"1241","LOC118523918","DYNC2LI1"
"1242","LOC118523919","ABCG5"
"1243","LOC118523922","GARIN4"
"1244","LOC118523939","COX5B"
"1245","LOC118523942","CNNM3"
"1246","LOC118523944","ZAP70"
"1247","LOC118523962","DDX43"
"1248","LOC118523963","RPL28"
"1249","LOC118523964","IRF4"
"1250","LOC118523987","PARD3B"
"1251","LOC118523988","FAM204A"
"1252","LOC118523998","CYP20A1"
"1253","LOC118524000","RPL30"
"1254","LOC118524005","WDR12"
"1255","LOC118524015","DTD1"
"1256","LOC118524023","MFSD14B"
"1257","LOC118524025","IARS1"
"1258","LOC118524030","PFDN6"
"1259","LOC118524031","UBR1"
"1260","LOC118524033","COL4A3"
"1261","LOC118524037","COL4A3"
"1262","LOC118524075","HYDIN"
"1263","LOC118524103","ACTN2"
"1264","LOC118524108","RPS26"
"1265","LOC118524110","ERO1B"
"1266","LOC118524116","MSANTD3"
"1267","LOC118524160","GNAS"
"1268","LOC118524161","SLC19A3"
"1269","LOC118524179","RPL31"
"1270","LOC118524186","SETD1A"
"1271","LOC118524187","ZNF768"
"1272","LOC118524191","ZNF501"
"1273","LOC118524197","ZNF689"
"1274","LOC118524198","SRCAP"
"1275","LOC118524210","FBXL19"
"1276","LOC118524214","UNC5C"
"1277","LOC118524217","GOLGA7B"
"1278","LOC118524226","DST"
"1279","LOC118524236","BEX1"
"1280","LOC118524238","CDC7"
"1281","LOC118524244","ZNF644"
"1282","LOC118524247","HAGRN"
"1283","LOC118524262","TBC1D22B"
"1284","LOC118524264","UPF2"
"1285","LOC118524278","RNA5-8S"
"1286","LOC118524279","RNA28S"
"1287","LOC118524285","SEC31A"
"1288","LOC118524306","STIM1"
"1289","LOC118524311","CRADD"
"1290","LOC118524324","HMCN1"
"1291","LOC118524327","EHHADH"
"1292","LOC118524335","SLC6A8"
"1293","LOC118524412","GOLGA5"
"1294","LOC118524416","PMEL"
"1295","LOC118524426","CENPVL3"
"1296","LOC118524427","ZNF683"
"1297","LOC118524441","MZF1"
"1298","LOC118524460","WDR70"
"1299","LOC118524470","NEB"
"1300","LOC118524533","RPS23"
"1301","LOC118524608","USP9X"
"1302","LOC118524615","TMEM186"
"1303","LOC118524618","ZNF501"
"1304","LOC118524622","ZFP28"
"1305","LOC118524654","RBM15B"
"1306","LOC118524663","ABHD14A"
"1307","LOC118524673","POC1A"
"1308","LOC118524684","PAAT"
"1309","LOC118524724","ULBP1"
"1310","LOC118524726","DACH1"
"1311","LOC118524727","ULBP1"
"1312","LOC118524741","OSBPL10"
"1313","LOC118524767","ZNF883"
"1314","LOC118524785","SLC25A37"
"1315","LOC118524838","ITGB2"
"1316","LOC118524843","YIPF1"
"1317","LOC118524849","SLC25A3"
"1318","LOC118524850","DMRTB1"
"1319","LOC118524873","AFG1L"
"1320","LOC118524883","FOXO3"
"1321","LOC118524887","CEP57L1"
"1322","LOC118524897","PPIL6"
"1323","LOC118524899","ZBTB24"
"1324","LOC118524924","ZNF280C"
"1325","LOC118524926","FBRSL1"
"1326","LOC118524935","FGD4"
"1327","LOC118524949","PLTP"
"1328","LOC118524963","AP3B1"
"1329","LOC118524998","RSU1"
"1330","LOC118525037","SNRPB2"
"1331","LOC118525056","SETMAR"
"1332","LOC118525083","GABPA"
"1333","LOC118525087","ABCA9"
"1334","LOC118525111","TNIK"
"1335","LOC118525140","ZFC3H1"
"1336","LOC118525148","KNSTRN"
"1337","LOC118525154","CCDC186"
"1338","LOC118525176","UQCR11"
"1339","LOC118525204","DENND1B"
"1340","LOC118525205","SP3"
"1341","LOC118525238","SEC16B"
"1342","LOC118525258","S100A10"
"1343","LOC118525271","RNF216"
"1344","LOC118525305","FAM227B"
"1345","LOC118525314","TRIM34"
"1346","LOC118525315","CLPB"
"1347","LOC118525344","TBC1D1"
"1348","LOC118525346","PSMA1"
"1349","LOC118525348","TMPRSS5"
"1350","LOC118525418","RPL7A"
"1351","LOC118525444","POLR1A"
"1352","LOC118525446","SNORD94"
"1353","LOC118525463","KLRA3"
"1354","LOC118525483","MYCBPAP"
"1355","LOC118525484","COX20"
"1356","LOC118525494","MYCBPAP"
"1357","LOC118525495","ACSF2"
"1358","LOC118525510","SPATA20"
"1359","LOC118525521","PEG3"
"1360","LOC118525522","ZNF677"
"1361","LOC118525524","ZNF677"
"1362","LOC118525526","ZNF677"
"1363","LOC118525533","ZNF845"
"1364","LOC118525633","LAMTOR5"
"1365","LOC118525671","KRTAP16-1"
"1366","LOC118525675","IGLL5"
"1367","LOC118525688","GSTT1"
"1368","LOC118525689","GSTT4"
"1369","LOC118525694","RAPGEF6"
"1370","LOC118525699","RPL32"
"1371","LOC118525750","ACAD10"
"1372","LOC118525760","HECTD4"
"1373","LOC118525764","TMSB4X"
"1374","LOC118525788","PLCL1"
"1375","LOC118525870","SEC23A"
"1376","LOC118525875","OSGEPL1"
"1377","LOC118525893","VPS13B"
"1378","LOC118525972","RANBP2"
"1379","LOC118525978","LIMS1"
"1380","LOC118526006","STXBP5L"
"1381","LOC118526024","ZNF197"
"1382","LOC118526053","MAX"
"1383","LOC118526060","ZFP2"
"1384","LOC118526076","POMP"
"1385","LOC118526094","SRPRB"
"1386","LOC118526097","GAPDH"
"1387","LOC118526117","RAB20"
"1388","LOC118526119","ING1"
"1389","LOC118526120","ING1"
"1390","LOC118526134","SGK3"
"1391","LOC118526168","RPL32"
"1392","LOC118526221","TNS1"
"1393","LOC118526255","SNX11"
"1394","LOC118526262","SP2"
"1395","LOC118526281","MRPL42"
"1396","LOC118526319","KLHL20"
"1397","LOC118526375","FIBP"
"1398","LOC118526401","ALKBH1"
"1399","LOC118526405","DPF2"
"1400","LOC118526406","FRMD8"
"1401","LOC118526430","SLC35D1"
"1402","LOC118526435","RBM25"
"1403","LOC118526446","LEPR"
"1404","LOC118526458","IGLC7"
"1405","LOC118526467","IGLC7"
"1406","LOC118526493","GABRA3"
"1407","LOC118526498","IGLC"
"1408","LOC118526508","PLXNA3"
"1409","LOC118526519","IGLC7"
"1410","LOC118526528","TCEA1"
"1411","LOC118526537","UROC1"
"1412","LOC118526560","PPFIA1"
"1413","LOC118526582","ALMS1"
"1414","LOC118526603","PIP4K2C"
"1415","LOC118526606","B4GALNT1"
"1416","LOC118526616","CYP27B1"
"1417","LOC118526630","L3MBTL4"
"1418","LOC118526645","CXCL2"
"1419","LOC118526646","CXCL2"
"1420","LOC118526647","CXCL1"
"1421","LOC118526649","CXCL6"
"1422","LOC118526650","PF4"
"1423","LOC118526663","COX18"
"1424","LOC118526733","IVNS1ABP"
"1425","LOC118526736","SWT1"
"1426","LOC118526740","RRAGB"
"1427","LOC118526767","CNBP"
"1428","LOC118526774","PTEN"
"1429","LOC118526784","AP2B1"
"1430","LOC118526811","ACAA2"
"1431","LOC118526861","C1QBP"
"1432","LOC118526862","SCIMP"
"1433","LOC118526864","COPG2"
"1434","LOC118526916","ZDHHC11B"
"1435","LOC118526920","TPPP"
"1436","LOC118526924","SAMD1"
"1437","LOC118526930","PARP15"
"1438","LOC118526968","TPRA1"
"1439","LOC118526995","TNRC6B"
"1440","LOC118527006","ARHGAP42"
"1441","LOC118527008","CACNA1I"
"1442","LOC118527012","MIEF1"
"1443","LOC118527016","TAB1"
"1444","LOC118527022","APOBEC3G"
"1445","LOC118527030","APOBEC3H"
"1446","LOC118527051","SFRP2"
"1447","LOC118527052","TMEM131L"
"1448","LOC118527055","EEF1A1"
"1449","LOC118527099","UBE2L3"
"1450","LOC118527100","AKIRIN1"
"1451","LOC118527112","NXPE3"
"1452","LOC118527125","GAL3ST4"
"1453","LOC118527133","SCAP"
"1454","LOC118527136","GRIP1"
"1455","LOC118527137","RBBP4"
"1456","LOC118527141","FGF13"
"1457","LOC118527166","COL45"
"1458","LOC118527188","ZNF497"
"1459","LOC118527208","SOBP"
"1460","LOC118527241","NAA15"
"1461","LOC118527242","SETD7"
"1462","LOC118527243","NAA15"
"1463","LOC118527258","TICAM2"
"1464","LOC118527262","AKAP17A"
"1465","LOC118527271","CD300LB"
"1466","LOC118527272","CD300H"
"1467","LOC118527273","CD300H"
"1468","LOC118527275","CD300H"
"1469","LOC118527319","ERVK-5"
"1470","LOC118527327","SLC35F5"
"1471","LOC118527342","MAGT1"
"1472","LOC118527373","MMP24"
"1473","LOC118527378","FAM83C"
"1474","LOC118527381","RPL7"
"1475","LOC118527390","SMS"
"1476","LOC118527396","ERMAP"
"1477","LOC118527399","SVBP"
"1478","LOC118527413","FOXJ3"
"1479","LOC118527430","HSPE1"
"1480","LOC118527461","IGHV3-74"
"1481","LOC118527462","IGHV3-23"
"1482","LOC118527463","CAMK2D"
"1483","LOC118527468","ANXA8"
"1484","LOC118527476","ATRIP"
"1485","LOC118527510","CEP78"
"1486","LOC118527511","ZNF84"
"1487","LOC118527513","IFIT3"
"1488","LOC118527514","IFIT2"
"1489","LOC118527515","Ifit1bl2"
"1490","LOC118527516","IFIT1"
"1491","LOC118527517","IFIT5"
"1492","LOC118527518","IFIT2"
"1493","LOC118527527","SLC7A3"
"1494","LOC118527528","PYROXD1"
"1495","LOC118527529","RECQL"
"1496","LOC118527564","HSPA4L"
"1497","LOC118527568","ABHD18"
"1498","LOC118527631","CNIH1"
"1499","LOC118527632","ITCH"
"1500","LOC118527642","UQCRC1"
"1501","LOC118527669","PPFIA4"
"1502","LOC118527672","CYB5R1"
"1503","LOC118527675","TUBA8"
"1504","LOC118527718","GPR68"
"1505","LOC118527721","FAM71C"
"1506","LOC118527727","CAMK2D"
"1507","LOC118527744","ESD"
"1508","LOC118527770","MED27"
"1509","LOC118527799","RPL13A"
"1510","LOC118527837","VAMP7"
"1511","LOC118527839","ART1"
"1512","LOC118527840","PRKCQ"
"1513","LOC118527855","COA1"
"1514","LOC118527875","TCAP"
"1515","LOC118527904","TOP2A"
"1516","LOC118527916","RAB44"
"1517","LOC118527924","MINDY2"
"1518","LOC118527926","HVCN1"
"1519","LOC118527957","STK32C"
"1520","LOC118527981","SMIM10L2A"
"1521","LOC118528002","ATP7A"
"1522","LOC118528008","ZNF354B"
"1523","LOC118528021","HAUS3"
"1524","LOC118528023","STAG2"
"1525","LOC118528049","COL1A1"
"1526","LOC118528055","LMBR1"
"1527","LOC118528073","ITPR2"
"1528","LOC118528079","MED21"
"1529","LOC118528083","ZNF544"
"1530","LOC118528087","PPFIBP1"
"1531","LOC118528092","PSMB3"
"1532","LOC118528112","ACKR2"
"1533","LOC118528128","AP1S2"
"1534","LOC118528154","ENPP2"
"1535","LOC118528178","OGFOD2"
"1536","LOC118528181","RPF1"
"1537","LOC118528217","WWP1"
"1538","LOC118528299","DNAJC8"
"1539","LOC118528312","HPSE2"
"1540","LOC118528317","SMKR1"
"1541","LOC118528318","CHORDC1"
"1542","LOC118528324","PRDX3"
"1543","LOC118528334","RP9"
"1544","LOC118528337","KBTBD2"
"1545","LOC118528352","HMGA1"
"1546","LOC118528358","BEND7"
"1547","LOC118528364","PLAC8L1"
"1548","LOC118528384","UTP15"
"1549","LOC118528388","PTPRD"
"1550","LOC118528392","DLG1"
"1551","LOC118528398","ACAP2"
"1552","LOC118528407","LIPT1"
"1553","LOC118528420","CABP1"
"1554","LOC118528438","CALM1"
"1555","LOC118528442","DNASE1L3"
"1556","LOC118528453","VSIG4"
"1557","LOC118528458","GSAP"
"1558","LOC118528490","THUMPD1"
"1559","LOC118528495","COMMD1"
"1560","LOC118528498","CHCHD2"
"1561","LOC118528500","MSX2"
"1562","LOC118528506","CALM1"
"1563","LOC118528508","CHCHD2"
"1564","LOC118528515","VPS8"
"1565","LOC118528521","RPL19"
"1566","LOC118528524","DHX37"
"1567","LOC118528531","BRI3BP"
"1568","LOC118528534","STAG1"
"1569","LOC118528540","RMI2"
"1570","LOC118528545","MINPP1"
"1571","LOC118528549","NREP"
"1572","LOC118528561","ANKRD13A"
"1573","LOC118528562","OASL2"
"1574","LOC118528575","ZNF354A"
"1575","LOC118528577","HIGD1A"
"1576","LOC118528579","ERVK13-1"
"1577","LOC118528580","GK"
"1578","LOC118528609","RPS24"
"1579","LOC118528627","PTPN9"
"1580","LOC118528643","RPS27L"
"1581","LOC118528652","ZSWIM7"
"1582","LOC118528673","TRIM52"
"1583","LOC118528680","LZIC"
"1584","LOC118528682","C18orf32"
"1585","LOC118528688","CCL3"
"1586","LOC118528689","CCL4"
"1587","LOC118528707","ZNF605"
"1588","LOC118528730","VCP"
"1589","LOC118528745","FAM205C"
"1590","LOC118528763","DNAI1"
"1591","LOC118528771","MYRIP"
"1592","LOC118528782","HBB"
"1593","LOC118528783","HBB"
"1594","LOC118528784","HBB"
"1595","LOC118528798","SGF29"
"1596","LOC118528800","CCNB3"
"1597","LOC118528802","POLQ"
"1598","LOC118528803","GOLGA5"
"1599","LOC118528805","LAMTOR3"
"1600","LOC118528842","TOP2A"
"1601","LOC118528877","ERVK-7"
"1602","LOC118528891","ATP5MC2"
"1603","LOC118528896","SEC61B"
"1604","LOC118528903","CCNB1"
"1605","LOC118528912","STAT4"
"1606","LOC118528913","ENOX1"
"1607","LOC118528948","MCM3AP"
"1608","LOC118528967","RFC3"
"1609","LOC118528976","IKZF1"
"1610","LOC118528983","ST13P4"
"1611","LOC118528985","AKTIP"
"1612","LOC118528990","FTO"
"1613","LOC118528993","FTO"
"1614","LOC118529025","HNRNPA2B1"
